HubId,StopId,Code,Name,StopType,Zone,Street,Lng,Lat,Routes
546,1798,QBT 046,Chùa Sùng Quang,Trụ dừng,Quận Bình Tân,Hồ Học Lãm,106.610566,10.723284,"15, 39"
547,1799,QBT 045,Chợ Khu phố 2,Trụ dừng,Quận Bình Tân,Hồ Học Lãm,106.608459,10.726019,"15, 39"
548,1801,QBT 047,Khu dân cư Hương lộ 5,Ô sơn,Quận Bình Tân,Hồ Học Lãm,106.611877,10.72068,"101, 15"
549,1805,BX 76,Đường 44,Bến xe,Quận 8,Đường 44 Trương Đình Hội,106.622685,10.723932,15
550,1848,QBT 037,Võ Văn Kiệt,Trụ dừng,Quận Bình Tân,Hồ Học Lãm,106.612229,10.72069,"101, 15"
551,1850,QBT 038,Chùa Sùng Quang,Trụ dừng,Quận Bình Tân,Hồ Học Lãm,106.610577,10.72283,"15, 39"
552,1852,QBT 040,Ngã tư An Lạc,Ô sơn,Quận Bình Tân,Hồ Học Lãm,106.606857,10.729012,"15, 151"
553,1856,QBT 051,Trạm Điện Quốc lộ 1A,Ô sơn,Quận Bình Tân,Quốc lộ 1A,106.601364,10.737657,"15, 151, 60-1"
554,1858,QBT 054,KCN Tân Tạo,Nhà chờ,Quận Bình Tân,Quốc lộ 1A,106.592692,10.752967,"15, 151, 60-1"
555,1861,QBT 056,Trạm xăng số 5,Ô sơn,Quận Bình Tân,Quốc lộ 1A,106.591858,10.757884,"15, 151, 25, 60-1"
556,1865,QBT 058,Hương lộ 2,Trụ dừng,Quận Bình Tân,Quốc lộ 1A,106.591148,10.768476,"15, 151, 25, 60-1"
557,1866,QBT 113,Thạch cao Thanh Tài,Ô sơn,Quận Bình Tân,Hương lộ 2,106.605835,10.766184,"15, 16"
558,1871,BX86,Bến xe buýt Ngã ba Tân Vạn,Bến xe,Quận 9,Xa Lộ Hà Nội,106.82683,10.898486,150
559,1872,QBTH 051,Đại học Hồng Bàng,Nhà chờ,Quận Bình Thạnh,Điện Biên Phủ,106.706268,10.799747,"150, 45, 93"
560,1874,QBTH 049,Cầu Điện Biên Phủ,Nhà chờ,Quận Bình Thạnh,Điện Biên Phủ,106.701654,10.795089,"150, 45, 72-1, 93"
561,1877,Q1 087,Nguyễn Văn Thủ,Biển treo,Quận 1,Nguyễn Bỉnh Khiêm,106.700569,10.791216,"150, 45, 93"
562,1881,Q3 058,Đại học Kinh tế,Trụ dừng,Quận 3,Nguyễn Đình Chiểu,106.694191,10.782981,"150, 31, 93"
563,1882,Q3 061,Cách mạng Tháng Tám,Trụ dừng,Quận 3,Nguyễn Đình Chiểu,106.686394,10.77465,"150, 69"
564,1883,Q3 060,Trương Định,Nhà chờ,Quận 3,Nguyễn Đình Chiểu,106.689789,10.77824,"150, 28"
565,1897,QBT 071,Nồi Hơi,Trụ dừng,Quận Bình Tân,Quốc lộ 1A,106.602333,10.820871,"151, 60-1"
566,1899,Q12 089,Lộc Ích,Nhà chờ,Quận 12,Quốc lộ 1A,106.603855,10.827779,"151, 60-1"
567,1903,Q12 093,Trạm măng,Trụ dừng,Quận 12,Quốc lộ 1A,106.612304,10.839755,"151, 60-1"
568,1908,Q12 090,Ngã tư Bà Điểm,Trụ dừng,Quận 12,Quốc lộ 1A,106.606559,10.833269,"151, 60-1"
569,1909,Q3 020,Ngã 7 Lý Thái Tổ,Trụ dừng,Quận 3,Điện Biên Phủ,106.675224,10.768703,"10, 150, 91"
570,1910,Q12 092,Trạm Rác,Trụ dừng,Quận 12,Quốc lộ 1A,106.610202,10.83789,"151, 60-1"
571,1917,Q3 026,Sở Khoa học và Công nghệ,Nhà chờ,Quận 3,Điện Biên Phủ,106.687621,10.780286,"150, 30, 91"
572,1919,Q9 225,Nghĩa trang liệt sĩ TP.HCM,Trụ dừng,Quận 9,Quốc lộ 1,106.809458,10.873515,"08, 150, 19, 30, 33, 56, 60-1, 60-2, 60-3, 67, 93, 99"
573,1920,Q3 028,Phạm Ngọc Thạch,Trụ dừng,Quận 3,Điện Biên Phủ,106.692375,10.784965,"150, 30, 72-1, 91, 93"
574,1928,HHM 019,Ngã tư Bà Điểm,Trụ dừng,Huyện Hóc Môn,Quốc lộ 1A,106.605804,10.832674,"151, 60-1"
575,1930,QBT 073,Quang Châu,Ô sơn,Quận Bình Tân,Quốc lộ 1A,106.602554,10.823311,"151, 60-1"
576,1932,QBT 075,Gò Mây,Trụ dừng,Quận Bình Tân,Quốc lộ 1A,106.601379,10.818021,"151, 60-1"
577,1936,BX 56,Khu dân cư Trung Sơn,Bến xe,Huyện Bình Chánh,Đường số 10,106.689041,10.733988,152
578,1944,Q1 040,Khách sạn New world,Trụ dừng,Quận 1,Phạm Hồng Thái,106.695824,10.77129,"152, 31, 38, 56, 65"
579,1945,BX 50,Sân bay Tân Sơn Nhất,Bến xe,Quận Tân Bình,Trường Sơn_QTB,106.66383,10.815592,"103, 109, 152, 72-1"
580,1963,QBT 267,Phòng tiếp dân,Trụ dừng,Quận Bình Tân,Mã Lò,106.603239,10.768097,"16, 41"
581,1967,QTP 085,Trạm Bình Long,Trụ dừng,Quận Tân Phú,Tân Kỳ Tân Quý,106.614241,10.796944,"16, 69"
582,1968,QBT 243,Ngã 3 Áo Đôi,Trụ dừng,Quận Bình Tân,Mã Lò,106.601313,10.77479,"16, 41"
583,1970,QTP 086,Trường Tiểu Học Tân Quý,Trụ dừng,Quận Tân Phú,Tân Kỳ Tân Quý,106.61688,10.79844,"16, 69"
584,1974,QTP 072,Trạm Bờ Bao Tân Thắng,Trụ dừng,Quận Tân Phú,Lê Trọng Tấn,106.622368,10.80731,"16, 41, 48, 69"
585,1979,BX49,Bến xe buýt Tân Phú,Bến xe,Quận Tân Phú,Trường Chinh,106.633537,10.809163,"16, 48, 60-7, 63-1"
586,1981,Q5 071,Bệnh viện Nguyễn Tri Phương,Trụ dừng,Quận 5,Nguyễn Tri Phương,106.669473,10.755728,"59, 68"
587,2000,QTP 062,Nguyễn Hữu Tiến,Trụ dừng,Quận Tân Phú,Lê Trọng Tấn,106.625366,10.806785,"16, 41, 48, 69"
588,2004,QTP 082,Tân Quý,Trụ dừng,Quận Tân Phú,Tân Kỳ Tân Quý,106.618629,10.799231,"16, 69"
589,2005,QTP 063,Trạm Bờ Bao Tân Thắng,Trụ dừng,Quận Tân Phú,Lê Trọng Tấn,106.622177,10.807464,"16, 41, 48, 69"
590,2009,QTP 084,Trạm Bình Long,Trụ dừng,Quận Tân Phú,Tân Kỳ Tân Quý,106.614571,10.797263,"16, 69"
591,2011,QBT 260,Ngã 3 Ao Đôi,Trụ dừng,Quận Bình Tân,Mã Lò,106.600991,10.775607,"16, 41"
592,2013,QBT 262,Phòng tiếp dân,Trụ dừng,Quận Bình Tân,Mã Lò,106.60311,10.768224,"16, 41"
593,2028,Q1 194,Trường Cao Thắng,Nhà chờ,Quận 1,Hàm Nghi,106.701853,10.771043,"01, 03, 102, 19, 20, 34, 38, 39, 45, 56, 75, 88, D4"
594,2029,Q1 084,Khách sạn Sofitel,Trụ dừng,Quận 1,Lê Duẩn,106.702303,10.78417,"18, 19, 30"
595,2030,Q1 012,SVĐ Hoa Lư,Nhà chờ,Quận 1,Đinh Tiên Hoàng,106.701027,10.7872,"18, 45"
596,2033,QBTH 043,Cầu Bông,Trụ dừng,Quận Bình Thạnh,Lê Văn Duyệt,106.696225,10.796032,"18, 31, 36, 91"
597,2035,QBTH 098,Hồ bơi Đại Đồng,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.695131,10.806355,"18, 31, 36, 64"
598,2038,QBTH 092,Ngã Tư Xóm Gà,Trụ dừng,Quận Bình Thạnh,Lê Quang Định,106.69085,10.811666,"146, 18, 24"
599,2039,QBTH 097,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,Nơ Trang Long,106.695013,10.803488,"146, 18, 31, 36, 64, 91"
600,2041,QBTH 094,Ngã Tư Bình Hòa,Trụ dừng,Quận Bình Thạnh,Lê Quang Định,106.694418,10.80871,"18, 24"
601,2046,QGV 152,Trường Đại học Công nghiệp,Trụ dừng,Quận Gò Vấp,Nguyễn Văn Nghi,106.688774,10.821598,"146, 18, 24"
602,2054,Q12 019,Đông Bắc,Trụ dừng,Quận 12,Tô Ký,106.622819,10.855803,"18, 48"
603,2056,Q12 058,Chợ Cầu,Trụ dừng,Quận 12,Tô Ký,106.634068,10.848148,"18, 24, 55, 62"
604,2057,Q12 018,Công viên Phần mềm Quang Trung,Nhà chờ,Quận 12,Tô Ký,106.626531,10.852726,"18, 24, 55, 62"
605,2062,Q12 025,Trường ĐH Lao động Xã hội,Trụ dừng,Quận 12,Tô Ký,106.615861,10.866255,"18, 48"
606,2082,Q5 067,Bệnh viện Nguyễn Tri Phương,Nhà chờ,Quận 5,Nguyễn Tri Phương,106.669698,10.755486,"59, 68"
607,2083,QTD 169,Vietcombank,Trụ dừng,Quận Thủ Đức,Quốc lộ 1,106.769643,10.871597,"19, 33, 50, 53, 60-1, 93"
608,2088,Q12 029,Điện lực Hóc Môn,Ô sơn,Quận 12,Tô Ký,106.621016,10.85653,"18, 48"
609,2089,Q12 030,Đông Bắc,Trụ dừng,Quận 12,Tô Ký,106.623881,10.855118,"18, 24, 55"
610,2090,Q12 031,Công viên Phần mềm Quang Trung,Trụ dừng,Quận 12,Tô Ký,106.625914,10.853248,"18, 24, 55, 62"
611,2092,Q12 060,Chợ Cầu,Trụ dừng,Quận 12,Tô Ký,106.634363,10.848253,"18, 24, 55, 62"
612,2101,QGV 200,Trường Đại học Công nghiệp,Trụ dừng,Quận Gò Vấp,Nguyễn Văn Nghi,106.688254,10.822394,"146, 18, 24"
613,2105,QBTH 089,Ngã Tư Xóm Gà,Trụ dừng,Quận Bình Thạnh,Lê Quang Định,106.690426,10.812019,"146, 18, 24"
614,2107,QBTH 111,Hồ bơi Đại Đồng,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.694954,10.806992,"18, 31, 36, 64"
615,2108,QBTH 088,Chùa Hưng Gia Tự,Trụ dừng,Quận Bình Thạnh,Lê Quang Định,106.693071,10.809379,"18, 24"
616,2110,QBTH 112,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,Nơ Trang Long,106.694884,10.803984,"146, 18, 31, 36, 64, 91"
617,2112,QBTH 048,Cầu Bông,Trụ dừng,Quận Bình Thạnh,Lê Văn Duyệt,106.696011,10.795247,"18, 31, 36, 91"
618,2118,Q7 067,Sân bóng đá CLB cảng SG,Trụ dừng,Quận 7,Đường vòng cầu Tân Thuận 2,106.72242,10.752435,"34, 68"
619,2126,Q7 008,Nghĩa trang liệt sỹ Nhà Bè,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.729876,10.740381,"20, 68, 75"
620,2127,Q7 010,Phú Thuận,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.731652,10.731337,"20, 75"
621,2130,Q7 009,Cầu Phú Mỹ,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.730434,10.736803,"20, 75"
622,2140,BX 72,Bến xe buýt Bình Khánh,Bến xe,Huyện Nhà Bè,Huỳnh Tấn Phát,106.766263,10.673856,20
623,2142,QTD 184,Trung tâm kho vận Linh Xuân,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.774932,10.870254,"19, 33, 50, 60-1, 93"
624,2143,QTD 186,Công ty Nissan,Ô sơn,Quận Thủ Đức,Quốc lộ 1,106.768248,10.872419,"19, 33, 50, 53, 60-1, 93"
625,2145,QTD 179,Thảo Nguyên,Trụ dừng,Quận Thủ Đức,Quốc lộ 1,106.793938,10.865335,"19, 33, 50, 52, 60-1, 60-2, 93"
626,2146,Q1 085,Khách sạn Sofitel,Trụ dừng,Quận 1,Lê Duẩn,106.702118,10.78428,"19, 30"
627,2153,HBC 171,Bình Hưng,Ô sơn,Huyện Bình Chánh,Quốc lộ 50,106.655686,10.72058,"22, 45, 47, 62-11, 62-9"
628,2172,BX 55,KCN LÊ MINH XUÂN,Bến xe,Huyện Bình Chánh,Trần Đại Nghĩa,106.539509,10.744065,"22, 61, 73"
629,2174,HNB 111,Phà Bình Khánh,Trụ dừng,Huyện Nhà Bè,Huỳnh Tấn Phát,106.765426,10.673856,"20, 75"
630,2182,Q7 032,Khu phố 3,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.734554,10.725028,"20, 75"
631,2183,Q7 033,Phú Thuận,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.731834,10.731727,"20, 75"
632,2188,Q7 040,Khu chế xuất Tân Thuận,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.72868,10.751892,"20, 68, 75"
633,2189,Q7 036,Nghĩa Trang Liệt Sĩ Nhà Bè,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.730188,10.739944,"20, 68, 75"
634,2196,QTB 048,Bàu Cát 8,Trụ dừng,Quận Tân Bình,Âu Cơ,106.641182,10.78729,"23, 27, 64"
635,2199,QTB 046,Bệnh Viện Tân Phú,Trụ dừng,Quận Tân Bình,Âu Cơ,106.642785,10.78299,"23, 27"
636,2200,QTB 071,Ngã ba Ấp Bắc,Trụ dừng,Quận Tân Bình,Trường Chinh,106.641036,10.799642,"23, 65"
637,2211,HHM 179,Chợ Bà Điểm,Trụ dừng,Huyện Hóc Môn,Phan Văn Hớn,106.599693,10.839987,"23, 48, 71"
638,2220,HHM 190,Dương Công Khi,Trụ dừng,Huyện Hóc Môn,Phan Văn Hớn,106.562667,10.866166,"23, 28"
639,2222,HHM 066,Trường PTTH Nguyễn Văn Cừ,Trụ dừng,Huyện Hóc Môn,Nguyễn Văn Bứa,106.550753,10.869479,"23, 62-5, 78, 85"
640,2227,BX 39,Bến xe buýt Cầu Lớn,Bến xe,Huyện Hóc Môn,Nguyễn Văn Bứa,106.535561,10.871845,"23, 62-5, 78, 85"
641,2239,HBC 446,Ngã 3 Trường học,Ô sơn,Huyện Bình Chánh,Thế Lữ,106.568112,10.703923,"101, 22"
642,2247,HBC 219,Bình Hưng,Ô sơn,Huyện Bình Chánh,Quốc lộ 50,106.655837,10.720848,"22, 45, 47, 62-11, 62-9"
643,2248,HBC 222,Công an Bình Hưng,Trụ dừng,Huyện Bình Chánh,Quốc lộ 50,106.656105,10.730905,"22, 45, 47, 62-11, 62-9"
644,2250,Q12 086,Trạm đăng kiểm,Trụ dừng,Quận 12,Quốc lộ 1A,106.621059,10.8475,"24, 33, 60-1, 60-5, 61-3"
645,2252,Q12 088,Cầu vượt An Sương,Nhà chờ,Quận 12,Quốc lộ 1A,106.616081,10.843623,"24, 33, 60-1, 60-5, 61-3"
646,2254,Q12 085,Chung cư Thái An,Trụ dừng,Quận 12,Quốc lộ 1A,106.624348,10.84907,"24, 33, 60-1, 60-5, 61-3"
647,2257,HHM 084,Chợ Hóc Môn,Trụ dừng,Huyện Hóc Môn,Quang Trung,106.598416,10.888323,"24, 78"
648,2259,HHM 164,Ngân hàng Nông Nghiệp,Trụ dừng,Huyện Hóc Môn,Lý Thường Kiệt ,106.594368,10.888333,"24, 62-5, 85"
649,2261,HHM 166,Ngã tư Hóc Môn,Trụ dừng,Huyện Hóc Môn,Lý Thường Kiệt ,106.58757,10.884733,"24, 62-5, 85"
650,2263,HHM 044,Ngã 3 Lam Sơn,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.581003,10.892279,"13, 24, 74"
651,2266,HHM 083,Ngã 3 Chùa,Trụ dừng,Huyện Hóc Môn,Quang Trung,106.60156,10.888002,"24, 78"
652,2267,HHM 075,Trường Nguyễn Văn Cừ,Nhà chờ,Huyện Hóc Môn,Nguyễn Văn Bứa,106.551011,10.869195,"23, 62-5, 78, 85"
653,2269,HHM 191,Dương Công Khi,Trụ dừng,Huyện Hóc Môn,Phan Văn Hớn,106.562501,10.866108,"23, 28"
654,2270,HHM 031,Dân Thắng,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.583878,10.888708,"24, 74"
655,2272,BX 40,Bãi xe buýt 19/5,Bến xe,Huyện Hóc Môn,Hương Lộ 60B,106.583473,10.893196,24
656,2284,HHM 202,Chợ Bà Điểm,Biển treo,Huyện Hóc Môn,Phan Văn Hớn,106.59996,10.839502,"23, 48, 71"
657,2291,QTP 016,Trạm Tân Kỳ Tân Quý,Trụ dừng,Quận Tân Phú,Trường Chinh,106.635269,10.8048,"23, 27, 62, 65"
658,2292,QTP 015,Siêu thị BigC,Nhà chờ,Quận Tân Phú,Trường Chinh,106.634773,10.806212,"23, 27, 48, 62, 65"
659,2293,QTB 080,Chợ Võ Thành Trang,Trụ dừng,Quận Tân Bình,Trường Chinh,106.637517,10.801275,"13, 23, 65"
660,2296,QTB 081,Ngã ba Trương Công Định,Trụ dừng,Quận Tân Bình,Trường Chinh,106.641557,10.799115,"23, 65"
661,2300,QTP 006,Bệnh viện Quân Tân Phú,Nhà chờ,Quận Tân Phú,Âu Cơ,106.642334,10.783712,"23, 27"
662,2306,QBT 107,Kinh Dương Vương,Trụ dừng,Quận Bình Tân,Tên Lửa,106.614235,10.741721,"25, 41"
663,2310,QBT 142,Kim Thành,Trụ dừng,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",106.6017,10.754742,"25, 62-6, 62-7, 81"
664,2325,HBC 136,Chợ mới Vĩnh Lộc,Trụ dừng,Huyện Bình Chánh,Vĩnh Lộc,106.575655,10.811376,"25, 71"
665,2326,HBC 137,Khu dân cư Đồng Danh,Trụ dừng,Huyện Bình Chánh,Vĩnh Lộc,106.572458,10.809332,"25, 71"
666,2327,BX 61,KDC VĨNH LỘC A,Bến xe,Huyện Bình Chánh,Hương Lộ 80,106.570686,10.811535,25
667,2329,HHM 161,Ngã tư Hóc Môn,Trụ dừng,Huyện Hóc Môn,Lý Thường Kiệt ,106.5878,10.884794,"24, 62-5, 85"
668,2332,HHM 085,Công An Hóc Môn,Trụ dừng,Huyện Hóc Môn,Quang Trung,106.598985,10.888076,"24, 78"
669,2333,HHM 086,Ngã 3 chùa,Trụ dừng,Huyện Hóc Môn,Quang Trung,106.60113,10.887928,"24, 78"
670,2341,Q12 097,Trạm đăng kiểm,Trụ dừng,Quận 12,Quốc lộ 1A,106.621506,10.847418,"24, 33, 60-1, 60-5, 61-3"
671,2342,Q12 095,Cầu vượt An Sương,Trụ dừng,Quận 12,Quốc lộ 1A,106.617803,10.844618,"24, 33, 60-1, 60-5, 61-3"
672,2344,Q12 099,Đài phát thanh Quán Tre,Nhà chờ,Quận 12,Quốc lộ 1A,106.627572,10.850071,"24, 33, 60-1, 60-5, 61-3"
673,2348,QTD 196,Cầu Bình Phước,Trụ dừng,Quận Thủ Đức,Quốc lộ 1,106.719894,10.863451,"33, 60-1, 60-5, 61-3"
674,2349,Q12 062,Công ty EUROPA,Nhà chờ,Quận 12,Quốc lộ 1A,106.707727,10.859148,"33, 60-1, 60-5, 61-3"
675,2350,Q12 064,Công ty Mai Linh,Trụ dừng,Quận 12,Quốc lộ 1A,106.701086,10.860007,"33, 60-1, 60-5, 61-3"
676,2351,Q12 065,Đình An Phú Đông,Biển treo,Quận 12,Quốc lộ 1A,106.695453,10.86065,"33, 60-1, 60-5, 61-3"
677,2352,Q12 067,Công ty Hồng Mã,Trụ dừng,Quận 12,Quốc lộ 1A,106.689413,10.86104,"33, 60-1, 60-5, 61-3"
678,2354,Q12 070,Bến xe Ngã tư Ga,Nhà chờ,Quận 12,Quốc lộ 1A,106.679354,10.861725,"33, 58, 60-1, 60-5, 61-3"
679,2355,Q12 068,Phường An Phú Đông,Trụ dừng,Quận 12,Quốc lộ 1A,106.685175,10.861324,"33, 60-1, 60-5, 61-3"
680,2359,Q12 114,An Phú Đông,Nhà chờ,Quận 12,Quốc lộ 1A,106.686655,10.860897,"33, 60-1, 60-5, 61-3"
681,2360,Q12 116,Đài liệt sĩ An Phú Đông,Ô sơn,Quận 12,Quốc lộ 1A,106.692331,10.860386,"33, 60-1, 60-5, 61-3"
682,2362,Q12 119,Tu viện Khánh An,Trụ dừng,Quận 12,Quốc lộ 1A,106.706048,10.859017,"33, 60-1, 60-5, 61-3"
683,2364,Q12 118,Công ty đá Ngọc Ngân,Trụ dừng,Quận 12,Quốc lộ 1A,106.700699,10.859675,"33, 60-1, 60-5, 61-3"
684,2365,QTD 158,Ngã 4 Bình Phước,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.720451,10.863315,"33, 60-1, 60-5, 61-3"
685,2366,HBC 147,Ngã 5 Vĩnh Lộc,Trụ dừng,Huyện Bình Chánh,Vĩnh Lộc,106.575338,10.811023,"25, 71"
686,2367,HBC 146,KDC Vĩnh Lộc A,Trụ dừng,Huyện Bình Chánh,Vĩnh Lộc,106.572393,10.809158,"25, 71"
687,2368,Q12 121,Aone,Trụ dừng,Quận 12,Quốc lộ 1A,106.713504,10.859659,"33, 60-1, 60-5, 61-3"
688,2381,QBT 157,Ngã 4 Bà Hom,Trụ dừng,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",106.594154,10.755855,"25, 62-6, 62-7, 81"
689,2383,QBT 159,Đại Hòa,Trụ dừng,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",106.60199,10.754559,"25, 62-6, 62-7, 81"
690,2389,QBT 103,Aeon mall Bình Tân,Trụ dừng,Quận Bình Tân,Tên Lửa,106.613249,10.744081,"25, 41"
691,2393,Q6 096,Tháp Mười,Trụ dừng,Quận 6,Tháp Mười,106.653036,10.750326,"05, 39, 47"
692,2394,QTP 003,Trạm Lũy Bán Bích,Trụ dừng,Quận Tân Phú,Âu Cơ,106.638618,10.794283,"27, 30"
693,2396,QTP 004,Nguyễn Hồng Đào,Trụ dừng,Quận Tân Phú,Âu Cơ,106.640253,10.789466,"23, 27, 64"
694,2401,Q11 079,Trường Phạm Ngọc Thạch,Nhà chờ,Quận 11,Âu Cơ,106.648863,10.77333,"27, 38"
695,2404,Q11 081,Bình Thới,Trụ dừng,Quận 11,Âu Cơ,106.651524,10.769483,"27, 38"
696,2405,Q1 143,Nhà Sách Minh Khai,Trụ dừng,Quận 1,Phạm Viết Chánh,106.6828,10.76602,"27, 53"
697,2414,QTB 040,Vòng xoay Lê Đại Hành,Trụ dừng,Quận Tân Bình,Âu Cơ,106.651599,10.769647,"27, 38"
698,2416,QTB 042,Ngã tư Lạc Long Quân,Trụ dừng,Quận Tân Bình,Âu Cơ,106.648423,10.7744,"27, 38"
699,2420,QTB 049,Chợ Bàu Cát,Trụ dừng,Quận Tân Bình,Âu Cơ,106.640221,10.790294,"27, 64"
700,2422,QTB 051,Ngã ba Ba Vân,Trụ dừng,Quận Tân Bình,Âu Cơ,106.638349,10.796,"27, 62"
701,2423,QTB 050,Công ty Giấy Mai Lan,Trụ dừng,Quận Tân Bình,Âu Cơ,106.638982,10.793972,"27, 30"
702,2426,BX 53,Xuân Thới Thượng,Bến xe,Huyện Hóc Môn,Phan Văn Hớn,106.564143,10.862499,28
703,2439,HBC 081,Nguyễn Thị Tú,Trụ dừng,Huyện Bình Chánh,Nguyễn Thị Tú,106.580488,10.813832,"28, 48"
704,2444,QBT 035,Công ty Bảo Ngọc Châu,Trụ dừng,Quận Bình Tân,Nguyễn Thị Tú,106.594913,10.81555,"28, 48, 69"
705,2457,QTP 024,Cây xăng Tây Thạnh,Trụ dừng,Quận Tân Phú,Tây Thạnh,106.625565,10.816156,"28, 32, 41"
706,2467,BX 10,Đường A1 (Phà Cát Lái),Bến xe,Quận 2,Đường A,106.782669,10.762,"29, 43"
707,2474,Q2 039,Chợ Cây Xoài,Trụ dừng,Quận 2,Nguyễn Thị Định,106.767154,10.775828,"29, 43"
708,2477,Q3 017,Võ Văn Tần,Trụ dừng,Quận 3,Cách Mạng Tháng Tám,106.687202,10.77469,"28, 65"
709,2479,BX77,Chợ nông sản Thủ Đức,Bến xe,Quận Thủ Đức,Quốc lộ 1,106.72943115234376,10.868857383728027,"29, 91"
710,2491,Q3 102,Bảo tàng Phụ Nữ,Trụ dừng,Quận 3,Võ Thị Sáu,106.687514,10.783533,"28, 30, 91"
711,2509,QTD 016,Bệnh viện Thủ Đức,Trụ dừng,Quận Thủ Đức,Tam Hà,106.745682,10.863108,"29, 89"
712,2517,HBC 082,Ngã 5 Vĩnh Lộc,Trụ dừng,Huyện Bình Chánh,Nguyễn Thị Tú,106.580215,10.8139,"28, 48"
713,2520,QBT 030,Công ty Bảo Châu,Trụ dừng,Quận Bình Tân,Nguyễn Thị Tú,106.594925,10.815697,"28, 48, 69"
714,2531,Q2 030,Chợ Cây Xoài,Trụ dừng,Quận 2,Nguyễn Thị Định,106.766617,10.775916,"29, 43"
715,2535,BX94,Công viên Đặng Thùy Trâm,Bến xe,Quận Bình Thạnh,Đặng Thùy Trâm,106.700431,10.833754,31
716,2541,QBTH 106,Trường Trung cấp xây dựng Tp. HCM,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.700833,10.819027,"31, 64"
717,2543,QBTH 107,Nhà văn hóa Lao Động,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.697856,10.815528,"31, 64"
718,2547,BX 17,Đầu bến Tân Quy,Bến xe,Quận 7,Nguyễn Thị Thập,106.706343,10.735743,38
719,2550,QBTH 105,UBND Phường 13,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.702974,10.819696,"31, 64"
720,2551,QTP 107,Nhà Thờ Tân Hương,Trụ dừng,Quận Tân Phú,Tân Hương,106.624565,10.789681,"30, 41"
721,2553,QTP 106,Trạm Chợ Tân Hương,Trụ dừng,Quận Tân Phú,Tân Hương,106.621666,10.790046,"30, 32, 69"
722,2554,QTP 109,Nhà thờ Martino,Ô sơn,Quận Tân Phú,Tân Hương,106.628891,10.792511,"30, 41"
723,2559,QTB 082,Ngã ba Hồng Đào,Trụ dừng,Quận Tân Bình,Trường Chinh,106.644266,10.797666,"30, 65"
724,2565,Q3 080,Điện Biên Phủ,Trụ dừng,Quận 3,Phạm Ngọc Thạch,106.693372,10.784824,"30, 36"
725,2567,Q3 117,Nhà Văn Hóa Thanh Niên,Trụ dừng,Quận 3,Phạm Ngọc Thạch,106.696794,10.781741,"30, 36, 52"
726,2568,Q1 005,Nhà Thờ Đức Bà,Trụ dừng,Quận 1,Công xã Paris,106.699154,10.779233,"36, DL02"
727,2572,Q1 032,Nguyễn Hữu Cảnh,Trụ dừng,Quận 1,Nguyễn Hữu Cảnh,106.707222,10.78328,"44, 53, 56, 88"
728,2573,Q1 033,Mầm non Hoa Lư,Trụ dừng,Quận 1,Nguyễn Hữu Cảnh,106.708628,10.785077,"30, 44, 56, 88"
729,2574,QBTH 078,Chung cư Manor,Nhà chờ,Quận Bình Thạnh,Nguyễn Hữu Cảnh,106.718445,10.793266,"30, 56"
730,2579,QBTH 077,Hồ Bơi Hải Quân,Trụ dừng,Quận Bình Thạnh,Nguyễn Hữu Cảnh,106.710779,10.789113,"30, 44, 56, 88"
731,2584,QTP 113,Trạm Chợ Tân Hương,Trụ dừng,Quận Tân Phú,Tân Hương,106.621381,10.790178,"30, 32, 69"
732,2589,QTPT186,Trường GTVT,Trụ dừng,Quận Tân Phú,Văn Cao,106.622223,10.786699,"32, 41"
733,2592,QTP 088,Trạm Nhà Thờ Họ Tộc Nguyễn,Ô sơn,Quận Tân Phú,Tân Kỳ Tân Quý,106.620845,10.799974,"32, 69"
734,2593,QTP 101,Trạm Ngã 4 Gò Dầu- Tân Quý,Trụ dừng,Quận Tân Phú,Tân Quý,106.620389,10.795331,"32, 69"
735,2594,QTP 090,Trạm Xăng,Trụ dừng,Quận Tân Phú,Tân Kỳ Tân Quý,106.626075,10.801929,"32, 41, 69"
